Course Code,Course Title,CRN,Section Type,Time,Days,Instructor,Method,Semester,Year,Time of Day,Duration of Class (minutes)
CS 100,Discovering Computer Science,10615.0,LCD - AS1,09:00 AM - 09:50 AM,MWF,"Reed, D",,Spring,2020,morning,50.0
CS 107,Introduction to Computing and Programming,10634.0,LEC - AL1,09:30 AM - 10:45 AM,TR,"Reckinger, S",,Spring,2020,morning,75.0
CS 109,Programming for Engineers with MatLab,36425.0,LCD - BS1,11:00 AM - 11:50 AM,MW,"Koehler, A",,Spring,2020,morning,50.0
CS 111,Program Design I,34656.0,LCD - AS1,12:00 PM - 12:50 PM,MWF,"Hayes, D",,Spring,2020,afternoon,50.0
CS 111,Program Design I,44929.0,LCD - CS1,01:00 PM - 01:50 PM,MWF,"Hayes, D",,Spring,2020,afternoon,50.0
CS 112,Program Design I in the Context of Biological Problems,45363.0,LCD - AS,02:00 PM - 03:15 PM,TR,"Troy, P; Poretsky, R",,Spring,2020,afternoon,75.0
CS 141,Program Design II,34657.0,LCD - AS1,03:00 PM - 03:50 PM,MWF,"Hummel, J",,Spring,2020,afternoon,50.0
CS 141,Program Design II,42636.0,LCD - AS2,04:00 PM - 04:50 PM,MWF,"Hummel, J",,Spring,2020,afternoon,50.0
CS 151,Mathematical Foundations of Computing,34858.0,LEC - AL1,12:00 PM - 12:50 PM,MWF,"McCarty, E",,Spring,2020,afternoon,50.0
CS 151,Mathematical Foundations of Computing,40974.0,LEC - AL2,02:00 PM - 02:50 PM,MWF,"McCarty, E",,Spring,2020,afternoon,50.0
CS 151,Mathematical Foundations of Computing,42500.0,LEC - AL3,03:00 PM - 03:50 PM,MWF,"McCarty, E",,Spring,2020,afternoon,50.0
CS 211,Programming Practicum,34861.0,LCD - AS,11:00 AM - 11:50 AM,F,"Mobasheri, N",,Spring,2020,morning,50.0
CS 251,Data Structures,36203.0,LCD - AL1,01:00 PM - 01:50 PM,MWF,"Reckinger, S",,Spring,2020,afternoon,50.0
CS 251,Data Structures,40507.0,LCD - AL2,09:00 AM - 09:50 AM,MWF,"Reckinger, S",,Spring,2020,morning,50.0
CS 251,Data Structures,42499.0,LCD - AL3,10:00 AM - 10:50 AM,MWF,"Reckinger, S",,Spring,2020,morning,50.0
CS 261,Machine Organization,36391.0,LCD - AL1,09:30 AM - 10:45 AM,TR,"Diaz Herrera, D",,Spring,2020,morning,75.0
CS 261,Machine Organization,42498.0,LCD - AL2,11:00 AM - 12:15 PM,TR,"Diaz Herrera, D",,Spring,2020,morning,75.0
CS 261,Machine Organization,41014.0,LCD - AL3,02:00 PM - 03:15 PM,TR,"Diaz Herrera, D",,Spring,2020,afternoon,75.0
CS 301,Languages and Automata,10647.0,LEC - AL1,05:00 PM - 06:15 PM,TR,"Bello Lander, G",,Spring,2020,evening,75.0
CS 301,Languages and Automata,42220.0,LEC - AL2,03:30 PM - 04:45 PM,TR,"Bello Lander, G",,Spring,2020,afternoon,75.0
CS 301,Languages and Automata,45946.0,LEC - AL3,02:00 PM - 03:15 PM,TR,,,Spring,2020,afternoon,75.0
CS 301,Languages and Automata,45947.0,LEC - AL4,12:30 PM - 01:45 PM,TR,,,Spring,2020,afternoon,75.0
CS 341,Programming Language Design and Implementation,42735.0,LCD,03:00 PM - 03:50 PM,MWF,"Deitz, S",,Spring,2020,afternoon,50.0
CS 342,Software Design,40973.0,LCD,02:00 PM - 03:15 PM,TR,"Hallenbeck, M",,Spring,2020,afternoon,75.0
CS 361,Systems Programming,36535.0,LCD - AS1,02:00 PM - 03:15 PM,TR,"Kanich, C",,Spring,2020,afternoon,75.0
CS 361,Systems Programming,42221.0,LCD - AS2,12:30 PM - 01:45 PM,TR,"Kanich, C",,Spring,2020,afternoon,75.0
CS 362,Computer Design,36196.0,LCD - AS1,09:30 AM - 10:45 AM,TR,"Theys, M",,Spring,2020,morning,75.0
CS 362,Computer Design,42222.0,LCD - AS2,11:00 AM - 12:15 PM,TR,"Theys, M",,Spring,2020,morning,75.0
CS 377,Communication and Ethical Issues in Computing,39429.0,LCD - AS1,01:00 PM - 01:50 PM,TR,"Burton, E",,Spring,2020,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,41404.0,LCD - AS2,02:00 PM - 02:50 PM,TR,"Burton, E",,Spring,2020,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,42236.0,LCD - AS3,03:30 PM - 04:20 PM,TR,"Burton, E",,Spring,2020,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,44087.0,LCD - AS5,05:00 PM - 05:50 PM,TR,"Burton, E",,Spring,2020,evening,50.0
CS 377,Communication and Ethical Issues in Computing,36199.0,LCD - BS1,10:00 AM - 10:50 AM,TR,"Clayville, K",,Spring,2020,morning,50.0
CS 377,Communication and Ethical Issues in Computing,38340.0,LCD - BS2,11:00 AM - 11:50 AM,TR,"Clayville, K",,Spring,2020,morning,50.0
CS 401,Computer Algorithms I,35219.0,LCD,11:00 AM - 12:15 PM,TR,"Lillis, J",,Spring,2020,morning,75.0
CS 401,Computer Algorithms I,39067.0,LCD,12:30 PM - 01:45 PM,TR,"Lillis, J",,Spring,2020,afternoon,75.0
CS 401,Computer Algorithms I,39068.0,LCD,12:30 PM - 01:45 PM,TR,"Lillis, J",,Spring,2020,afternoon,75.0
CS 401,Computer Algorithms I,41675.0,LCD,01:00 PM - 01:50 PM,MWF,"Sun, X",,Spring,2020,afternoon,50.0
CS 401,Computer Algorithms I,41676.0,LCD,01:00 PM - 01:50 PM,MWF,"Sun, X",,Spring,2020,afternoon,50.0
CS 401,Computer Algorithms I,10669.0,LCD,02:00 PM - 02:50 PM,MWF,"Cheng, Y",,Spring,2020,afternoon,50.0
CS 401,Computer Algorithms I,20262.0,LCD,02:00 PM - 02:50 PM,MWF,"Cheng, Y",,Spring,2020,afternoon,50.0
CS 401,Computer Algorithms I,10671.0,LCD,03:30 PM - 04:45 PM,TR,"Sidiropoulos, A",,Spring,2020,afternoon,75.0
CS 401,Computer Algorithms I,20264.0,LCD,03:30 PM - 04:45 PM,TR,"Sidiropoulos, A",,Spring,2020,afternoon,75.0
CS 411,Artificial Intelligence I,20266.0,LCD,09:00 AM - 09:50 AM,MWF,"Gmytrasiewicz, P",,Spring,2020,morning,50.0
CS 411,Artificial Intelligence I,42736.0,LCD,03:30 PM - 04:45 PM,TR,"Kash, I",,Spring,2020,afternoon,75.0
CS 411,Artificial Intelligence I,42737.0,LCD,03:30 PM - 04:45 PM,TR,"Kash, I",,Spring,2020,afternoon,75.0
CS 415,Computer Vision I,42845.0,LCD,09:30 AM - 10:45 AM,TR,"Tang, W",,Spring,2020,morning,75.0
CS 418,Introduction to Data Science,42739.0,LEC,11:00 AM - 12:15 PM,TR,"Mobasheri, N",,Spring,2020,morning,75.0
CS 418,Introduction to Data Science,44033.0,LEC,12:30 PM - 01:45 PM,TR,"Bello Lander, G",,Spring,2020,afternoon,75.0
CS 418,Introduction to Data Science,44034.0,LEC,12:30 PM - 01:45 PM,TR,"Bello Lander, G",,Spring,2020,afternoon,75.0
CS 421,Natural Language Processing,43947.0,LEC,09:30 AM - 10:45 AM,TR,"Parde, N",,Spring,2020,morning,75.0
CS 422,User Interface Design and Programming,44138.0,LCD,03:00 PM - 04:15 PM,MW,"Michaelis, J",,Spring,2020,afternoon,75.0
CS 425,Computer Graphics I,38706.0,LCD - AS,11:00 AM - 12:15 PM,TR,"Bell, J",,Spring,2020,morning,75.0
CS 425,Computer Graphics I,38721.0,LCD - AS1,11:00 AM - 12:15 PM,TR,"Bell, J",,Spring,2020,morning,75.0
CS 428,"Virtual, Augmented and Mixed Reality",43564.0,LCD,03:30 PM - 04:45 PM,TR,"Johnson, A",,Spring,2020,afternoon,75.0
CS 440,Software Engineering I,38985.0,LCD,10:00 AM - 10:50 AM,MWF,"Bell, J",,Spring,2020,morning,50.0
CS 440,Software Engineering I,41679.0,LCD,11:00 AM - 11:50 AM,MWF,"Bell, J",,Spring,2020,morning,50.0
CS 440,Software Engineering I,41680.0,LCD,11:00 AM - 11:50 AM,MWF,"Bell, J",,Spring,2020,morning,50.0
CS 441,Engineering Distributed Objects For Cloud Computing,39827.0,LCD,12:30 PM - 01:45 PM,TR,"Grechanik, M",,Spring,2020,afternoon,75.0
CS 450,Introduction to Networking,20271.0,LEC,11:00 AM - 12:15 PM,TR,"Vamanan, B",,Spring,2020,morning,75.0
CS 461,Operating Systems Design and Implementation,43861.0,LCD,03:30 PM - 04:45 PM,TR,"Wu, X",,Spring,2020,afternoon,75.0
CS 463,Systems Performance and Concurrent Computing,45271.0,LEC,09:00 AM - 09:50 AM,MWF,"Eriksson, J",,Spring,2020,morning,50.0
CS 466,Advanced Computer Architecture,28473.0,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",,Spring,2020,morning,75.0
CS 474,Object-Oriented Languages and Environments,38903.0,LCD,12:30 PM - 01:45 PM,TR,"Ganchinho de Pina, L",,Spring,2020,afternoon,75.0
CS 474,Object-Oriented Languages and Environments,10680.0,LCD,03:30 PM - 04:45 PM,TR,"Buy, U",,Spring,2020,afternoon,75.0
CS 474,Object-Oriented Languages and Environments,20205.0,LCD,03:30 PM - 04:45 PM,TR,"Buy, U",,Spring,2020,afternoon,75.0
CS 478,Software Development for Mobile Platforms,41619.0,LCD,11:00 AM - 12:15 PM,TR,"Hallenbeck, M",,Spring,2020,morning,75.0
CS 478,Software Development for Mobile Platforms,40311.0,LCD,02:00 PM - 03:15 PM,TR,"Buy, U",,Spring,2020,afternoon,75.0
CS 478,Software Development for Mobile Platforms,40313.0,LCD,02:00 PM - 03:15 PM,TR,"Buy, U",,Spring,2020,afternoon,75.0
CS 480,Database Systems,13947.0,LCD,12:00 PM - 12:50 PM,MWF,"Deitz, S",,Spring,2020,afternoon,50.0
CS 480,Database Systems,41677.0,LCD,04:30 PM - 05:45 PM,MW,"Wolfson, O",,Spring,2020,afternoon,75.0
CS 480,Database Systems,41678.0,LCD,04:30 PM - 05:45 PM,MW,"Wolfson, O",,Spring,2020,afternoon,75.0
CS 487,Building Secure Computer Systems,28125.0,LCD,01:30 PM - 02:45 PM,MW,"Solworth, J",,Spring,2020,afternoon,75.0
CS 494,Special Topics in Computer Science,45500.0,LCD,02:00 PM - 03:15 PM,TR,"Miao, P",,Spring,2020,afternoon,75.0
CS 494,Special Topics in Computer Science,45501.0,LCD,02:00 PM - 03:15 PM,TR,"Miao, P",,Spring,2020,afternoon,75.0
CS 583,Data Mining and Text Mining,45283.0,LCD,02:00 PM - 03:15 PM,TR,"Liu, B",,Spring,2020,afternoon,75.0
CS 594,Special Topics,27441.0,LCD,02:00 PM - 03:15 PM,TR,"Ravi, S",,Spring,2020,afternoon,75.0
CS 594,Special Topics,43915.0,LCD,03:00 PM - 05:50 PM,M,"Caragea, C",,Spring,2020,afternoon,170.0
CS 109,C/C ++ Programming for Engineers with MatLab,16592.0,LCD - AS,12:00 PM - 01:40 PM,MTWR,"Reckinger, S",,Summer,2020,afternoon,100.0
CS 141,Program Design II,21448.0,LCD - AS,10:00 AM - 11:40 AM,MWF,"Mobasheri, N",,Summer,2020,morning,100.0
CS 151,Mathematical Foundations of Computing,21451.0,LEC - AL,10:45 AM - 01:15 PM,TR,"McCarty, E",,Summer,2020,morning,150.0
CS 211,Programming Practicum,21179.0,LCD - AS,10:00 AM - 10:50 AM,MTWR,"Bell, J",,Summer,2020,morning,50.0
CS 251,Data Structures,21814.0,LCD - AS,10:00 AM - 12:30 PM,TR,"Lillis, J",,Summer,2020,morning,150.0
CS 301,Languages and Automata,21455.0,LEC - AL,01:30 PM - 04:00 PM,TR,"Bello Lander, G",,Summer,2020,afternoon,150.0
CS 361,Systems Programming,22744.0,LCD - AS,01:00 PM - 03:30 PM,MW,"Roghanchi, S",,Summer,2020,afternoon,150.0
CS 401,Computer Algorithms I,15054.0,LCD,10:00 AM - 11:40 AM,MWF,"Adrovic, D",,Summer,2020,morning,100.0
CS 401,Computer Algorithms I,22843.0,LCD,12:00 PM - 01:40 PM,MWF,"Adrovic, D",,Summer,2020,afternoon,100.0
CS 401,Computer Algorithms I,22844.0,LCD,12:00 PM - 01:40 PM,MWF,"Adrovic, D",,Summer,2020,afternoon,100.0
CS 478,Software Development for Mobile Platforms,22729.0,LCD,10:45 AM - 01:15 PM,TR,"Hallenbeck, M; Solanki, S; Nair, A",,Summer,2020,morning,150.0
CS 480,Database Systems,19866.0,LCD,01:30 PM - 04:00 PM,TR,"Vijayan, A; Seyri, A; Diaz Herrera, D",,Summer,2020,afternoon,150.0
CS 100,Discovering Computer Science,10615.0,LCD - AS1,09:00 AM - 09:50 AM,MWF,"Reed, D",,Fall,2020,morning,50.0
CS 107,Introduction to Computing and Programming,10634.0,LEC - AL1,09:30 AM - 10:45 AM,TR,"Reckinger, S",,Fall,2020,morning,75.0
CS 109,Programming for Engineers with MatLab,36425.0,LCD - BS1,11:00 AM - 11:50 AM,MW,"Koehler, A",,Fall,2020,morning,50.0
CS 111,Program Design I,34656.0,LCD - AS1,12:00 PM - 12:50 PM,MWF,"Hayes, D",,Fall,2020,afternoon,50.0
CS 111,Program Design I,44929.0,LCD - CS1,01:00 PM - 01:50 PM,MWF,"Hayes, D",,Fall,2020,afternoon,50.0
CS 112,Program Design I in the Context of Biological Problems,45363.0,LCD - AS,02:00 PM - 03:15 PM,TR,"Troy, P; Poretsky, R",,Fall,2020,afternoon,75.0
CS 141,Program Design II,34657.0,LCD - AS1,03:00 PM - 03:50 PM,MWF,"Hummel, J",,Fall,2020,afternoon,50.0
CS 141,Program Design II,42636.0,LCD - AS2,04:00 PM - 04:50 PM,MWF,"Hummel, J",,Fall,2020,afternoon,50.0
CS 151,Mathematical Foundations of Computing,34858.0,LEC - AL1,12:00 PM - 12:50 PM,MWF,"McCarty, E",,Fall,2020,afternoon,50.0
CS 151,Mathematical Foundations of Computing,40974.0,LEC - AL2,02:00 PM - 02:50 PM,MWF,"McCarty, E",,Fall,2020,afternoon,50.0
CS 151,Mathematical Foundations of Computing,42500.0,LEC - AL3,03:00 PM - 03:50 PM,MWF,"McCarty, E",,Fall,2020,afternoon,50.0
CS 211,Programming Practicum,34861.0,LCD - AS,11:00 AM - 11:50 AM,F,"Mobasheri, N",,Fall,2020,morning,50.0
CS 251,Data Structures,36203.0,LCD - AL1,01:00 PM - 01:50 PM,MWF,"Reckinger, S",,Fall,2020,afternoon,50.0
CS 251,Data Structures,40507.0,LCD - AL2,09:00 AM - 09:50 AM,MWF,"Reckinger, S",,Fall,2020,morning,50.0
CS 251,Data Structures,42499.0,LCD - AL3,10:00 AM - 10:50 AM,MWF,"Reckinger, S",,Fall,2020,morning,50.0
CS 261,Machine Organization,36391.0,LCD - AL1,09:30 AM - 10:45 AM,TR,"Diaz Herrera, D",,Fall,2020,morning,75.0
CS 261,Machine Organization,42498.0,LCD - AL2,11:00 AM - 12:15 PM,TR,"Diaz Herrera, D",,Fall,2020,morning,75.0
CS 261,Machine Organization,41014.0,LCD - AL3,02:00 PM - 03:15 PM,TR,"Diaz Herrera, D",,Fall,2020,afternoon,75.0
CS 301,Languages and Automata,10647.0,LEC - AL1,05:00 PM - 06:15 PM,TR,"Bello Lander, G",,Fall,2020,evening,75.0
CS 301,Languages and Automata,42220.0,LEC - AL2,03:30 PM - 04:45 PM,TR,"Bello Lander, G",,Fall,2020,afternoon,75.0
CS 301,Languages and Automata,45946.0,LEC - AL3,02:00 PM - 03:15 PM,TR,,,Fall,2020,afternoon,75.0
CS 301,Languages and Automata,45947.0,LEC - AL4,12:30 PM - 01:45 PM,TR,,,Fall,2020,afternoon,75.0
CS 341,Programming Language Design and Implementation,42735.0,LCD,03:00 PM - 03:50 PM,MWF,"Deitz, S",,Fall,2020,afternoon,50.0
CS 342,Software Design,40973.0,LCD,02:00 PM - 03:15 PM,TR,"Hallenbeck, M",,Fall,2020,afternoon,75.0
CS 361,Systems Programming,36535.0,LCD - AS1,02:00 PM - 03:15 PM,TR,"Kanich, C",,Fall,2020,afternoon,75.0
CS 361,Systems Programming,42221.0,LCD - AS2,12:30 PM - 01:45 PM,TR,"Kanich, C",,Fall,2020,afternoon,75.0
CS 362,Computer Design,36196.0,LCD - AS1,09:30 AM - 10:45 AM,TR,"Theys, M",,Fall,2020,morning,75.0
CS 362,Computer Design,42222.0,LCD - AS2,11:00 AM - 12:15 PM,TR,"Theys, M",,Fall,2020,morning,75.0
CS 377,Communication and Ethical Issues in Computing,39429.0,LCD - AS1,01:00 PM - 01:50 PM,TR,"Burton, E",,Fall,2020,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,41404.0,LCD - AS2,02:00 PM - 02:50 PM,TR,"Burton, E",,Fall,2020,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,42236.0,LCD - AS3,03:30 PM - 04:20 PM,TR,"Burton, E",,Fall,2020,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,44087.0,LCD - AS5,05:00 PM - 05:50 PM,TR,"Burton, E",,Fall,2020,evening,50.0
CS 377,Communication and Ethical Issues in Computing,36199.0,LCD - BS1,10:00 AM - 10:50 AM,TR,"Clayville, K",,Fall,2020,morning,50.0
CS 377,Communication and Ethical Issues in Computing,38340.0,LCD - BS2,11:00 AM - 11:50 AM,TR,"Clayville, K",,Fall,2020,morning,50.0
CS 401,Computer Algorithms I,35219.0,LCD,11:00 AM - 12:15 PM,TR,"Lillis, J",,Fall,2020,morning,75.0
CS 401,Computer Algorithms I,39067.0,LCD,12:30 PM - 01:45 PM,TR,"Lillis, J",,Fall,2020,afternoon,75.0
CS 401,Computer Algorithms I,39068.0,LCD,12:30 PM - 01:45 PM,TR,"Lillis, J",,Fall,2020,afternoon,75.0
CS 401,Computer Algorithms I,41675.0,LCD,01:00 PM - 01:50 PM,MWF,"Sun, X",,Fall,2020,afternoon,50.0
CS 401,Computer Algorithms I,41676.0,LCD,01:00 PM - 01:50 PM,MWF,"Sun, X",,Fall,2020,afternoon,50.0
CS 401,Computer Algorithms I,10669.0,LCD,02:00 PM - 02:50 PM,MWF,"Cheng, Y",,Fall,2020,afternoon,50.0
CS 401,Computer Algorithms I,20262.0,LCD,02:00 PM - 02:50 PM,MWF,"Cheng, Y",,Fall,2020,afternoon,50.0
CS 401,Computer Algorithms I,10671.0,LCD,03:30 PM - 04:45 PM,TR,"Sidiropoulos, A",,Fall,2020,afternoon,75.0
CS 401,Computer Algorithms I,20264.0,LCD,03:30 PM - 04:45 PM,TR,"Sidiropoulos, A",,Fall,2020,afternoon,75.0
CS 411,Artificial Intelligence I,20266.0,LCD,09:00 AM - 09:50 AM,MWF,"Gmytrasiewicz, P",,Fall,2020,morning,50.0
CS 411,Artificial Intelligence I,42736.0,LCD,03:30 PM - 04:45 PM,TR,"Kash, I",,Fall,2020,afternoon,75.0
CS 411,Artificial Intelligence I,42737.0,LCD,03:30 PM - 04:45 PM,TR,"Kash, I",,Fall,2020,afternoon,75.0
CS 415,Computer Vision I,42845.0,LCD,09:30 AM - 10:45 AM,TR,"Tang, W",,Fall,2020,morning,75.0
CS 418,Introduction to Data Science,42739.0,LEC,11:00 AM - 12:15 PM,TR,"Mobasheri, N",,Fall,2020,morning,75.0
CS 418,Introduction to Data Science,44033.0,LEC,12:30 PM - 01:45 PM,TR,"Bello Lander, G",,Fall,2020,afternoon,75.0
CS 418,Introduction to Data Science,44034.0,LEC,12:30 PM - 01:45 PM,TR,"Bello Lander, G",,Fall,2020,afternoon,75.0
CS 421,Natural Language Processing,43947.0,LEC,09:30 AM - 10:45 AM,TR,"Parde, N",,Fall,2020,morning,75.0
CS 422,User Interface Design and Programming,44138.0,LCD,03:00 PM - 04:15 PM,MW,"Michaelis, J",,Fall,2020,afternoon,75.0
CS 425,Computer Graphics I,38706.0,LCD - AS,11:00 AM - 12:15 PM,TR,"Bell, J",,Fall,2020,morning,75.0
CS 425,Computer Graphics I,38721.0,LCD - AS1,11:00 AM - 12:15 PM,TR,"Bell, J",,Fall,2020,morning,75.0
CS 428,"Virtual, Augmented and Mixed Reality",43564.0,LCD,03:30 PM - 04:45 PM,TR,"Johnson, A",,Fall,2020,afternoon,75.0
CS 440,Software Engineering I,38985.0,LCD,10:00 AM - 10:50 AM,MWF,"Bell, J",,Fall,2020,morning,50.0
CS 440,Software Engineering I,41679.0,LCD,11:00 AM - 11:50 AM,MWF,"Bell, J",,Fall,2020,morning,50.0
CS 440,Software Engineering I,41680.0,LCD,11:00 AM - 11:50 AM,MWF,"Bell, J",,Fall,2020,morning,50.0
CS 441,Engineering Distributed Objects For Cloud Computing,39827.0,LCD,12:30 PM - 01:45 PM,TR,"Grechanik, M",,Fall,2020,afternoon,75.0
CS 450,Introduction to Networking,20271.0,LEC,11:00 AM - 12:15 PM,TR,"Vamanan, B",,Fall,2020,morning,75.0
CS 461,Operating Systems Design and Implementation,43861.0,LCD,03:30 PM - 04:45 PM,TR,"Wu, X",,Fall,2020,afternoon,75.0
CS 463,Systems Performance and Concurrent Computing,45271.0,LEC,09:00 AM - 09:50 AM,MWF,"Eriksson, J",,Fall,2020,morning,50.0
CS 466,Advanced Computer Architecture,28473.0,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",,Fall,2020,morning,75.0
CS 474,Object-Oriented Languages and Environments,38903.0,LCD,12:30 PM - 01:45 PM,TR,"Ganchinho de Pina, L",,Fall,2020,afternoon,75.0
CS 474,Object-Oriented Languages and Environments,10680.0,LCD,03:30 PM - 04:45 PM,TR,"Buy, U",,Fall,2020,afternoon,75.0
CS 474,Object-Oriented Languages and Environments,20205.0,LCD,03:30 PM - 04:45 PM,TR,"Buy, U",,Fall,2020,afternoon,75.0
CS 478,Software Development for Mobile Platforms,41619.0,LCD,11:00 AM - 12:15 PM,TR,"Hallenbeck, M",,Fall,2020,morning,75.0
CS 478,Software Development for Mobile Platforms,40311.0,LCD,02:00 PM - 03:15 PM,TR,"Buy, U",,Fall,2020,afternoon,75.0
CS 478,Software Development for Mobile Platforms,40313.0,LCD,02:00 PM - 03:15 PM,TR,"Buy, U",,Fall,2020,afternoon,75.0
CS 480,Database Systems,13947.0,LCD,12:00 PM - 12:50 PM,MWF,"Deitz, S",,Fall,2020,afternoon,50.0
CS 480,Database Systems,41677.0,LCD,04:30 PM - 05:45 PM,MW,"Wolfson, O",,Fall,2020,afternoon,75.0
CS 480,Database Systems,41678.0,LCD,04:30 PM - 05:45 PM,MW,"Wolfson, O",,Fall,2020,afternoon,75.0
CS 487,Building Secure Computer Systems,28125.0,LCD,01:30 PM - 02:45 PM,MW,"Solworth, J",,Fall,2020,afternoon,75.0
CS 494,Special Topics in Computer Science,45500.0,LCD,02:00 PM - 03:15 PM,TR,"Miao, P",,Fall,2020,afternoon,75.0
CS 494,Special Topics in Computer Science,45501.0,LCD,02:00 PM - 03:15 PM,TR,"Miao, P",,Fall,2020,afternoon,75.0
CS 583,Data Mining and Text Mining,45283.0,LCD,02:00 PM - 03:15 PM,TR,"Liu, B",,Fall,2020,afternoon,75.0
CS 594,Special Topics,27441.0,LCD,02:00 PM - 03:15 PM,TR,"Ravi, S",,Fall,2020,afternoon,75.0
CS 594,Special Topics,43915.0,LCD,03:00 PM - 05:50 PM,M,"Caragea, C",,Fall,2020,afternoon,170.0
CS 100,Discovering Computer Science,17397.0,LCD - AS1,10:00 AM - 10:50 AM,MWF,"Reed, D",Online Synchronous,Spring,2021,morning,50.0
CS 107,Introduction to Computing and Programming,17412.0,LEC - AL1,09:30 AM - 10:45 AM,TR,"Reckinger, S",Online Asynchronous,Spring,2021,morning,75.0
CS 109,Programming for Engineers with MatLab,19466.0,LCD - AS,10:00 AM - 10:50 AM,MW,"Koehler, A",Online Synchronous,Spring,2021,morning,50.0
CS 111,Program Design I,34013.0,LCD - AS1,11:00 AM - 11:50 AM,MWF,"Hayes, D",Online Asynchronous,Spring,2021,morning,50.0
CS 111,Program Design I,40575.0,LCD - AS2,01:00 PM - 01:50 PM,MWF,"Hayes, D",Online Asynchronous,Spring,2021,afternoon,50.0
CS 141,Program Design II,34447.0,LCD - AS1,10:00 AM - 10:50 AM,MWF,"Hummel, J",Online Asynchronous,Spring,2021,morning,50.0
CS 151,Mathematical Foundations of Computing,34014.0,LEC - AL1,01:00 PM - 01:50 PM,MWF,"McCarty, E",Online Asynchronous,Spring,2021,afternoon,50.0
CS 194,Special Topics in Computer Science,44834.0,LCD,ARRANGED,,"Troy, P",On Campus,Spring,2021,unknown,
CS 211,Programming Practicum,34456.0,LCD - AS1,10:00 AM - 10:50 AM,F,"Mobasheri, N",Online Asynchronous,Spring,2021,morning,50.0
CS 251,Data Structures,41549.0,LCD - AS2,01:00 PM - 01:50 PM,MWF,"Reckinger, S",Online Asynchronous,Spring,2021,afternoon,50.0
CS 261,Machine Organization,34463.0,LCD - AS1,11:00 AM - 12:15 PM,TR,"Diaz Herrera, D",Online Synchronous,Spring,2021,morning,75.0
CS 294,Special Topics in Computer Science,44837.0,LCD,ARRANGED,,"Kanich, C",Online Asynchronous,Spring,2021,unknown,
CS 294,Special Topics in Computer Science,44617.0,LCD,04:00 PM - 04:50 PM,M,"Eriksson, J",Online Synchronous,Spring,2021,afternoon,50.0
CS 294,Special Topics in Computer Science,43541.0,LCD,06:00 PM - 08:00 PM,W,"McCarty, E",Online Synchronous,Spring,2021,evening,120.0
CS 301,Languages and Automata,17422.0,LEC - AL1,03:00 PM - 04:15 PM,MW,"Bello Lander, G",Online Synchronous,Spring,2021,afternoon,75.0
CS 341,Programming Language Design and Implementation,34723.0,LCD,01:00 PM - 01:50 PM,MWF,"Deitz, S",Online Asynchronous,Spring,2021,afternoon,50.0
CS 341,Programming Language Design and Implementation,41552.0,LCD,02:00 PM - 02:50 PM,MWF,"Deitz, S",Online Asynchronous,Spring,2021,afternoon,50.0
CS 342,Software Design,35976.0,LCD,11:00 AM - 12:15 PM,TR,"Hallenbeck, M",Online Asynchronous,Spring,2021,morning,75.0
CS 342,Software Design,41553.0,LCD,12:30 PM - 01:45 PM,TR,"Hallenbeck, M",Online Asynchronous,Spring,2021,afternoon,75.0
CS 361,Systems Programming,36306.0,LCD - AS1,03:30 PM - 04:45 PM,TR,"Kanich, C",Online Synchronous,Spring,2021,afternoon,75.0
CS 362,Computer Design,36309.0,LCD - AS1,09:30 AM - 10:45 AM,TR,"Theys, M",Online Asynchronous,Spring,2021,morning,75.0
CS 377,Communication and Ethical Issues in Computing,39374.0,LCD - AS1,01:00 PM - 01:50 PM,TR,"Burton, E",Online Asynchronous,Spring,2021,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,40663.0,LCD - AS2,02:00 PM - 02:50 PM,TR,"Burton, E",Online Asynchronous,Spring,2021,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,41964.0,LCD - AS3,03:30 PM - 04:20 PM,TR,"Burton, E",Online Asynchronous,Spring,2021,afternoon,50.0
CS 377,Communication and Ethical Issues in Computing,41965.0,LCD - AS4,05:00 PM - 05:50 PM,TR,"Burton, E",Online Asynchronous,Spring,2021,evening,50.0
CS 377,Communication and Ethical Issues in Computing,36312.0,LCD - BS1,10:00 AM - 10:50 AM,TR,"Clayville, K",Online Asynchronous,Spring,2021,morning,50.0
CS 377,Communication and Ethical Issues in Computing,38111.0,LCD - BS2,11:00 AM - 11:50 AM,TR,"Clayville, K",Online Asynchronous,Spring,2021,morning,50.0
CS 401,Computer Algorithms I,17454.0,LCD,11:00 AM - 11:50 AM,MWF,"Turan, G",Online Synchronous,Spring,2021,morning,50.0
CS 401,Computer Algorithms I,20665.0,LCD,11:00 AM - 11:50 AM,MWF,"Turan, G",Online Synchronous,Spring,2021,morning,50.0
CS 401,Computer Algorithms I,41266.0,LCD,01:00 PM - 01:50 PM,MWF,"Sun, X",Online Synchronous,Spring,2021,afternoon,50.0
